# ---------------------------------------------------------------------
# Matlab-based LabVIEW reference file generation
# National Instruments Dresden GmbH, Dresden, Germany
# 
# File Data Type        : (Reference) Data
# Generator script      : 
# System model base path: 
# System model SVN rev. : UNKNOWN
# Run date/time         : 14-Apr-2022 13:22:03
# Run by                : user "" on system ""
# ---------------------------------------------------------------------
DataID;real;imag
M ;time-domain signal
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;0.4082482904638630;0.4082482904638630
D;0.0452745682999655;0.5871541787014574
D;-0.4188786033044805;0.5543441071133173
D;-0.8662159174111185;0.3404929550263132
D;-1.1754648916223061;0.0207643532430544
D;-1.2562698941132711;-0.3106188437897153
D;-1.0753158380119956;-0.5688386247659845
D;-0.6661727795696694;-0.7010834765388851
D;-0.1195731558690502;-0.6969234250586759
D;0.4430861888648713;-0.5845188917254596
D;0.9049316335821398;-0.4154777091834114
D;1.1866230294133879;-0.2446537197179666
D;1.2669822230356940;-0.1122816846564424
D;1.1849650952006388;-0.0343227046082686
D;1.0226568812542494;-0.0034218466838342
D;0.8750389769881761;0.0012212349795441
D;0.8164965809277260;0.0000000000000000
D;0.8750389769881761;0.0012212349795440
D;1.0226568812542494;-0.0034218466838344
D;1.1849650952006390;-0.0343227046082686
D;1.2669822230356940;-0.1122816846564423
D;1.1866230294133879;-0.2446537197179665
D;0.9049316335821396;-0.4154777091834114
D;0.4430861888648712;-0.5845188917254597
D;-0.1195731558690502;-0.6969234250586759
D;-0.6661727795696695;-0.7010834765388853
D;-1.0753158380119956;-0.5688386247659842
D;-1.2562698941132713;-0.3106188437897155
D;-1.1754648916223061;0.0207643532430545
D;-0.8662159174111185;0.3404929550263132
D;-0.4188786033044804;0.5543441071133171
D;0.0452745682999656;0.5871541787014574
D;0.4082482904638630;0.4082482904638630
D;0.5871541787014574;0.0452745682999655
D;0.5543441071133171;-0.4188786033044805
D;0.3404929550263131;-0.8662159174111184
D;0.0207643532430544;-1.1754648916223061
D;-0.3106188437897154;-1.2562698941132713
D;-0.5688386247659842;-1.0753158380119958
D;-0.7010834765388853;-0.6661727795696695
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;0.4082482904638630;0.4082482904638630
D;0.0452745682999655;0.5871541787014574
D;-0.4188786033044805;0.5543441071133173
D;-0.8662159174111185;0.3404929550263132
D;-1.1754648916223061;0.0207643532430544
D;-1.2562698941132711;-0.3106188437897153
D;-1.0753158380119956;-0.5688386247659845
D;-0.6661727795696694;-0.7010834765388851
D;-0.1195731558690502;-0.6969234250586759
D;0.4430861888648713;-0.5845188917254596
D;0.9049316335821398;-0.4154777091834114
D;1.1866230294133879;-0.2446537197179666
D;1.2669822230356940;-0.1122816846564424
D;1.1849650952006388;-0.0343227046082686
D;1.0226568812542494;-0.0034218466838342
D;0.8750389769881761;0.0012212349795441
D;0.8164965809277260;0.0000000000000000
D;0.8750389769881761;0.0012212349795440
D;1.0226568812542494;-0.0034218466838344
D;1.1849650952006390;-0.0343227046082686
D;1.2669822230356940;-0.1122816846564423
D;1.1866230294133879;-0.2446537197179665
D;0.9049316335821396;-0.4154777091834114
D;0.4430861888648712;-0.5845188917254597
D;-0.1195731558690502;-0.6969234250586759
D;-0.6661727795696695;-0.7010834765388853
D;-1.0753158380119956;-0.5688386247659842
D;-1.2562698941132713;-0.3106188437897155
D;-1.1754648916223061;0.0207643532430545
D;-0.8662159174111185;0.3404929550263132
D;-0.4188786033044804;0.5543441071133171
D;0.0452745682999656;0.5871541787014574
D;0.4082482904638630;0.4082482904638630
D;0.5871541787014574;0.0452745682999655
D;0.5543441071133171;-0.4188786033044805
D;0.3404929550263131;-0.8662159174111184
D;0.0207643532430544;-1.1754648916223061
D;-0.3106188437897154;-1.2562698941132713
D;-0.5688386247659842;-1.0753158380119958
D;-0.7010834765388853;-0.6661727795696695
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;0.4082482904638630;0.4082482904638630
D;0.0452745682999655;0.5871541787014574
D;-0.4188786033044805;0.5543441071133173
D;-0.8662159174111185;0.3404929550263132
D;-1.1754648916223061;0.0207643532430544
D;-1.2562698941132711;-0.3106188437897153
D;-1.0753158380119956;-0.5688386247659845
D;-0.6661727795696694;-0.7010834765388851
D;-0.1195731558690502;-0.6969234250586759
D;0.4430861888648713;-0.5845188917254596
D;0.9049316335821398;-0.4154777091834114
D;1.1866230294133879;-0.2446537197179666
D;1.2669822230356940;-0.1122816846564424
D;1.1849650952006388;-0.0343227046082686
D;1.0226568812542494;-0.0034218466838342
D;0.8750389769881761;0.0012212349795441
D;0.8164965809277260;0.0000000000000000
D;0.8750389769881761;0.0012212349795440
D;1.0226568812542494;-0.0034218466838344
D;1.1849650952006390;-0.0343227046082686
D;1.2669822230356940;-0.1122816846564423
D;1.1866230294133879;-0.2446537197179665
D;0.9049316335821396;-0.4154777091834114
D;0.4430861888648712;-0.5845188917254597
D;-0.1195731558690502;-0.6969234250586759
D;-0.6661727795696695;-0.7010834765388853
D;-1.0753158380119956;-0.5688386247659842
D;-1.2562698941132713;-0.3106188437897155
D;-1.1754648916223061;0.0207643532430545
D;-0.8662159174111185;0.3404929550263132
D;-0.4188786033044804;0.5543441071133171
D;0.0452745682999656;0.5871541787014574
D;0.4082482904638630;0.4082482904638630
D;0.5871541787014574;0.0452745682999655
D;0.5543441071133171;-0.4188786033044805
D;0.3404929550263131;-0.8662159174111184
D;0.0207643532430544;-1.1754648916223061
D;-0.3106188437897154;-1.2562698941132713
D;-0.5688386247659842;-1.0753158380119958
D;-0.7010834765388853;-0.6661727795696695
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;0.4082482904638630;0.4082482904638630
D;0.0452745682999655;0.5871541787014574
D;-0.4188786033044805;0.5543441071133173
D;-0.8662159174111185;0.3404929550263132
D;-1.1754648916223061;0.0207643532430544
D;-1.2562698941132711;-0.3106188437897153
D;-1.0753158380119956;-0.5688386247659845
D;-0.6661727795696694;-0.7010834765388851
D;-0.1195731558690502;-0.6969234250586759
D;0.4430861888648713;-0.5845188917254596
D;0.9049316335821398;-0.4154777091834114
D;1.1866230294133879;-0.2446537197179666
D;1.2669822230356940;-0.1122816846564424
D;1.1849650952006388;-0.0343227046082686
D;1.0226568812542494;-0.0034218466838342
D;0.8750389769881761;0.0012212349795441
D;0.8164965809277260;0.0000000000000000
D;0.8750389769881761;0.0012212349795440
D;1.0226568812542494;-0.0034218466838344
D;1.1849650952006390;-0.0343227046082686
D;1.2669822230356940;-0.1122816846564423
D;1.1866230294133879;-0.2446537197179665
D;0.9049316335821396;-0.4154777091834114
D;0.4430861888648712;-0.5845188917254597
D;-0.1195731558690502;-0.6969234250586759
D;-0.6661727795696695;-0.7010834765388853
D;-1.0753158380119956;-0.5688386247659842
D;-1.2562698941132713;-0.3106188437897155
D;-1.1754648916223061;0.0207643532430545
D;-0.8662159174111185;0.3404929550263132
D;-0.4188786033044804;0.5543441071133171
D;0.0452745682999656;0.5871541787014574
D;0.4082482904638630;0.4082482904638630
D;0.5871541787014574;0.0452745682999655
D;0.5543441071133171;-0.4188786033044805
D;0.3404929550263131;-0.8662159174111184
D;0.0207643532430544;-1.1754648916223061
D;-0.3106188437897154;-1.2562698941132713
D;-0.5688386247659842;-1.0753158380119958
D;-0.7010834765388853;-0.6661727795696695
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;0.4082482904638630;0.4082482904638630
D;0.0452745682999655;0.5871541787014574
D;-0.4188786033044805;0.5543441071133173
D;-0.8662159174111185;0.3404929550263132
D;-1.1754648916223061;0.0207643532430544
D;-1.2562698941132711;-0.3106188437897153
D;-1.0753158380119956;-0.5688386247659845
D;-0.6661727795696694;-0.7010834765388851
D;-0.1195731558690502;-0.6969234250586759
D;0.4430861888648713;-0.5845188917254596
D;0.9049316335821398;-0.4154777091834114
D;1.1866230294133879;-0.2446537197179666
D;1.2669822230356940;-0.1122816846564424
D;1.1849650952006388;-0.0343227046082686
D;1.0226568812542494;-0.0034218466838342
D;0.8750389769881761;0.0012212349795441
D;0.8164965809277260;0.0000000000000000
D;0.8750389769881761;0.0012212349795440
D;1.0226568812542494;-0.0034218466838344
D;1.1849650952006390;-0.0343227046082686
D;1.2669822230356940;-0.1122816846564423
D;1.1866230294133879;-0.2446537197179665
D;0.9049316335821396;-0.4154777091834114
D;0.4430861888648712;-0.5845188917254597
D;-0.1195731558690502;-0.6969234250586759
D;-0.6661727795696695;-0.7010834765388853
D;-1.0753158380119956;-0.5688386247659842
D;-1.2562698941132713;-0.3106188437897155
D;-1.1754648916223061;0.0207643532430545
D;-0.8662159174111185;0.3404929550263132
D;-0.4188786033044804;0.5543441071133171
D;0.0452745682999656;0.5871541787014574
D;0.4082482904638630;0.4082482904638630
D;0.5871541787014574;0.0452745682999655
D;0.5543441071133171;-0.4188786033044805
D;0.3404929550263131;-0.8662159174111184
D;0.0207643532430544;-1.1754648916223061
D;-0.3106188437897154;-1.2562698941132713
D;-0.5688386247659842;-1.0753158380119958
D;-0.7010834765388853;-0.6661727795696695
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;0.4082482904638630;0.4082482904638630
D;0.0452745682999655;0.5871541787014574
D;-0.4188786033044805;0.5543441071133173
D;-0.8662159174111185;0.3404929550263132
D;-1.1754648916223061;0.0207643532430544
D;-1.2562698941132711;-0.3106188437897153
D;-1.0753158380119956;-0.5688386247659845
D;-0.6661727795696694;-0.7010834765388851
D;-0.1195731558690502;-0.6969234250586759
D;0.4430861888648713;-0.5845188917254596
D;0.9049316335821398;-0.4154777091834114
D;1.1866230294133879;-0.2446537197179666
D;1.2669822230356940;-0.1122816846564424
D;1.1849650952006388;-0.0343227046082686
D;1.0226568812542494;-0.0034218466838342
D;0.8750389769881761;0.0012212349795441
D;0.8164965809277260;0.0000000000000000
D;0.8750389769881761;0.0012212349795440
D;1.0226568812542494;-0.0034218466838344
D;1.1849650952006390;-0.0343227046082686
D;1.2669822230356940;-0.1122816846564423
D;1.1866230294133879;-0.2446537197179665
D;0.9049316335821396;-0.4154777091834114
D;0.4430861888648712;-0.5845188917254597
D;-0.1195731558690502;-0.6969234250586759
D;-0.6661727795696695;-0.7010834765388853
D;-1.0753158380119956;-0.5688386247659842
D;-1.2562698941132713;-0.3106188437897155
D;-1.1754648916223061;0.0207643532430545
D;-0.8662159174111185;0.3404929550263132
D;-0.4188786033044804;0.5543441071133171
D;0.0452745682999656;0.5871541787014574
D;0.4082482904638630;0.4082482904638630
D;0.5871541787014574;0.0452745682999655
D;0.5543441071133171;-0.4188786033044805
D;0.3404929550263131;-0.8662159174111184
D;0.0207643532430544;-1.1754648916223061
D;-0.3106188437897154;-1.2562698941132713
D;-0.5688386247659842;-1.0753158380119958
D;-0.7010834765388853;-0.6661727795696695
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;0.4082482904638630;0.4082482904638630
D;0.0452745682999655;0.5871541787014574
D;-0.4188786033044805;0.5543441071133173
D;-0.8662159174111185;0.3404929550263132
D;-1.1754648916223061;0.0207643532430544
D;-1.2562698941132711;-0.3106188437897153
D;-1.0753158380119956;-0.5688386247659845
D;-0.6661727795696694;-0.7010834765388851
D;-0.1195731558690502;-0.6969234250586759
D;0.4430861888648713;-0.5845188917254596
D;0.9049316335821398;-0.4154777091834114
D;1.1866230294133879;-0.2446537197179666
D;1.2669822230356940;-0.1122816846564424
D;1.1849650952006388;-0.0343227046082686
D;1.0226568812542494;-0.0034218466838342
D;0.8750389769881761;0.0012212349795441
D;0.8164965809277260;0.0000000000000000
D;0.8750389769881761;0.0012212349795440
D;1.0226568812542494;-0.0034218466838344
D;1.1849650952006390;-0.0343227046082686
D;1.2669822230356940;-0.1122816846564423
D;1.1866230294133879;-0.2446537197179665
D;0.9049316335821396;-0.4154777091834114
D;0.4430861888648712;-0.5845188917254597
D;-0.1195731558690502;-0.6969234250586759
D;-0.6661727795696695;-0.7010834765388853
D;-1.0753158380119956;-0.5688386247659842
D;-1.2562698941132713;-0.3106188437897155
D;-1.1754648916223061;0.0207643532430545
D;-0.8662159174111185;0.3404929550263132
D;-0.4188786033044804;0.5543441071133171
D;0.0452745682999656;0.5871541787014574
D;0.4082482904638630;0.4082482904638630
D;0.5871541787014574;0.0452745682999655
D;0.5543441071133171;-0.4188786033044805
D;0.3404929550263131;-0.8662159174111184
D;0.0207643532430544;-1.1754648916223061
D;-0.3106188437897154;-1.2562698941132713
D;-0.5688386247659842;-1.0753158380119958
D;-0.7010834765388853;-0.6661727795696695
D;-0.6969234250586759;-0.1195731558690502
D;-0.5845188917254597;0.4430861888648713
D;-0.4154777091834115;0.9049316335821396
D;-0.2446537197179666;1.1866230294133879
D;-0.1122816846564424;1.2669822230356940
D;-0.0343227046082684;1.1849650952006388
D;-0.0034218466838345;1.0226568812542491
D;0.0012212349795440;0.8750389769881760
D;0.0000000000000000;0.8164965809277260
D;0.0012212349795440;0.8750389769881761
D;-0.0034218466838343;1.0226568812542491
D;-0.0343227046082686;1.1849650952006390
D;-0.1122816846564423;1.2669822230356940
D;-0.2446537197179666;1.1866230294133877
D;-0.4154777091834114;0.9049316335821398
D;-0.5845188917254596;0.4430861888648713
D;-0.6969234250586759;-0.1195731558690502
D;-0.7010834765388851;-0.6661727795696694
D;-0.5688386247659842;-1.0753158380119956
D;-0.3106188437897153;-1.2562698941132711
D;0.0207643532430545;-1.1754648916223061
D;0.3404929550263133;-0.8662159174111184
D;0.5543441071133173;-0.4188786033044805
D;0.5871541787014574;0.0452745682999655
D;-1.3867504905630728;-0.0000000000000032
D;-1.2644900762492535;-0.2808108943983865
D;-0.9225793659030593;-0.5323648935872081
D;-0.4309223309309078;-0.7315562497978224
D;0.1090282358066220;-0.8662158644642735
D;0.5845624758210468;-0.9374024743698386
D;0.8954483259831727;-0.9585375876561713
